Firstname	nconst	tconst	rating	imdbid	id	title	year	directors	writers	averageRating	numVotes	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	Lastname	birthYear	deathYear	primaryProfession	knownForTitles	name	proportion_male	proportion_female	gender	year_min	year_max
Gregg	nm0000777	tt2238050	3	2238050	6025	White Bird in a Blizzard	2014	nm0000777	nm0000777,nm0440641	6.4	23798	movie	White Bird in a Blizzard	White Bird in a Blizzard	0	2014	\N	91	Drama,Mystery,Thriller	Araki	1959	\N	director,producer,writer	tt0112887,tt2238050,tt1523483,tt0370986	Gregg	0.9968	0.0032	male	1880	1992
Gregg	nm0150707	tt3386954	1	3386954	7314	Gabby Douglas Story, The	2014	nm0150707	nm0622329,nm0027463	7.1	1337	tvMovie	The Gabby Douglas Story	The Gabby Douglas Story	0	2014	\N	86	Biography,Drama,Sport	Champion	1956	\N	director,producer,assistant_director	tt0109493,tt3386954,tt0200138,tt1559025	Gregg	0.9968	0.0032	male	1880	1992
Gregg	nm0000777	tt0780608	3	0780608	5245	Smiley Face	2007	nm0000777	nm0353630	5.8	14802	movie	Smiley Face	Smiley Face	0	2007	\N	85	Comedy	Araki	1959	\N	director,producer,writer	tt0112887,tt2238050,tt1523483,tt0370986	Gregg	0.9968	0.0032	male	1880	1992
Gregg	nm0000777	tt0370986	1	0370986	2817	Mysterious Skin	2004	nm0000777	nm0000777,nm1721077	7.7	60436	movie	Mysterious Skin	Mysterious Skin	0	2004	\N	105	Drama,Mystery	Araki	1959	\N	director,producer,writer	tt0112887,tt2238050,tt1523483,tt0370986	Gregg	0.9968	0.0032	male	1880	1992
Gregg	nm0084059	tt0926063	1	0926063	1718	Dance of the Dead	2008	nm0084059	nm1298090	5.8	10585	movie	Dance of the Dead	Dance of the Dead	0	2008	\N	87	Comedy,Horror	Bishop	NA	\N	director,producer,writer	tt3704538,tt0926063,tt4667854	Gregg	0.9968	0.0032	male	1880	1992
Gregg	nm0354918	tt0367462	3	0367462	1221	Say Yes Quickly	2004	nm0354918	nm1419259,nm0354918	5.7	28	movie	Say Yes Quickly	Say Yes Quickly	0	2004	\N	88	Comedy,Drama,Romance	Hale	NA	\N	producer,art_department,writer	tt0247095,tt2450186,tt0185937,tt0367462	Gregg	0.9968	0.0032	male	1880	1992
Gregory	nm0478441	tt0032946	3	0032946	4354	Primrose Path	1940	nm0478441	nm0778818,nm0478441,nm1180088,nm0366578,nm0511142	7	1021	movie	Primrose Path	Primrose Path	0	1940	\N	93	Drama	La	1892	1952	director,producer,animation_department	tt0031302,tt0032946,tt0028010,tt0029604	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0387706	tt0488120	1	0488120	2519	Fracture	2007	nm0387706	nm0002417,nm1020896	7.2	156711	movie	Fracture	Fracture	0	2007	\N	113	Crime,Drama,Mystery	Hoblit	1944	\N	producer,director,writer	tt0117381,tt0251114,tt0488120,tt0186151	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0622695	tt0085482	3	0085482	2599	El Norte	1983	nm0622695	nm0622695,nm0858482	7.7	4122	movie	El Norte	El Norte	0	1983	\N	141	Drama	Nava	1949	\N	writer,director,producer	tt0085482,tt0120679,tt0445935,tt0120094	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0387706	tt0117381	1	0117381	7658	Primal Fear	1996	nm0387706	nm0225942,nm0787399,nm0081189	7.7	148303	movie	Primal Fear	Primal Fear	0	1996	\N	129	Crime,Drama,Mystery	Hoblit	1944	\N	producer,director,writer	tt0117381,tt0251114,tt0488120,tt0186151	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0478441	tt0028010	2	0028010	5852	My Man Godfrey	1936	nm0478441	nm0753452,nm0368719,nm0015399,nm0478441,nm0696190	8.1	17137	movie	My Man Godfrey	My Man Godfrey	0	1936	\N	94	Comedy,Drama,Romance	La	1892	1952	director,producer,animation_department	tt0031302,tt0032946,tt0028010,tt0029604	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0478441	tt0022614	2	0022614	1983	Age of Consent, The	1932	nm0478441	nm0281331,nm0556945,nm0168356,nm0841802	6	223	movie	The Age of Consent	The Age of Consent	0	1932	\N	63	Drama,Romance	La	1892	1952	director,producer,animation_department	tt0031302,tt0032946,tt0028010,tt0029604	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0478441	tt0029604	3	0029604	631	Stage Door	1937	nm0478441	nm0753452,nm0892044,nm0272209,nm0442151,nm0491076,nm0574112,nm0780833	7.8	6451	movie	Stage Door	Stage Door	0	1937	\N	92	Comedy,Drama	La	1892	1952	director,producer,animation_department	tt0031302,tt0032946,tt0028010,tt0029604	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0622695	tt0445935	3	0445935	4939	Bordertown	2006	nm0622695	nm0622695	6.1	9098	movie	Bordertown	Bordertown	0	2006	\N	112	Crime,Drama,Mystery	Nava	1949	\N	writer,director,producer	tt0085482,tt0120679,tt0445935,tt0120094	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0622695	tt0120094	3	0120094	3195	Selena	1997	nm0622695	nm0622695	6.7	21008	movie	Selena	Selena	0	1997	\N	127	Biography,Drama,Music	Nava	1949	\N	writer,director,producer	tt0085482,tt0120679,tt0445935,tt0120094	Gregory	0.9958	0.0042	male	1880	1992
Gregory	nm0478441	tt0017410	3	0017410	3217	So&#39;s Your Old Man	1926	nm0478441	nm0588505,nm0736911,nm0834080	6.8	129	movie	So's Your Old Man	So's Your Old Man	0	1926	\N	67	Comedy	La	1892	1952	director,producer,animation_department	tt0031302,tt0032946,tt0028010,tt0029604	Gregory	0.9958	0.0042	male	1880	1992
Greta	nm1950086	tt4925292	3	4925292	7843	Lady Bird	2017	nm1950086	nm1950086	7.8	43055	movie	Lady Bird	Lady Bird	0	2017	\N	94	Comedy,Drama	Gerwig	1983	\N	actress,writer,producer	tt1234654,tt2872462,tt2347569,tt4385888	Greta	3e-4	0.9997	female	1880	1992
Griff	nm0975225	tt2151543	3	2151543	3540	Arachnoquake	2012	nm0975225	nm0286790,nm0083590	2.8	1947	tvMovie	Arachnoquake	Arachnoquake	0	2012	\N	86	Horror,Sci-Fi	Furst	1981	\N	actor,producer,director	tt1045772,tt2381941,tt2017109,tt2404435	Griff	1	0	male	1880	1992
Griffin	nm0001162	tt0120791	3	0120791	1219	Practical Magic	1998	nm0001162	nm0388805,nm0842523,nm0326040,nm0111845	6.2	61542	movie	Practical Magic	Practical Magic	0	1998	\N	104	Comedy,Drama,Fantasy	Dunne	1955	\N	actor,director,producer	tt0102492,tt0088680,tt0790636,tt0082010	Griffin	0.9723	0.0277	male	1880	1992
Guillaume	nm0302916	tt2315200	1	2315200	5022	Les garcons et Guillaume, a table!	2013	nm0302916	nm0302916,nm1139120,nm4794244	6.7	6395	movie	Me, Myself and Mum	Les garçons et Guillaume, à table!	0	2013	\N	85	Comedy	Gallienne	1972	\N	actor,writer,director	tt1754656,tt2315200,tt2707858,tt0422720	Guillaume	1	0	male	1880	1992
Guillaume	nm0133899	tt1440232	3	1440232	2773	Little White Lies	2010	nm0133899	nm0133899	7.1	20524	movie	Little White Lies	Les petits mouchoirs	0	2010	\N	154	Comedy,Drama	Canet	1973	\N	actor,writer,director	tt0364517,tt1294688,tt0163978,tt0362225	Guillaume	1	0	male	1880	1992
Guillermo	nm0868219	tt0256009	1	0256009	7094	El Espinazo del Diablo	2001	nm0868219	nm0868219,nm0871121,nm0616393	7.5	53141	movie	The Devil's Backbone	El espinazo del diablo	0	2001	\N	106	Drama,Horror	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt2554274	3	2554274	6494	Crimson Peak	2015	nm0868219	nm0868219,nm0730422	6.5	107642	movie	Crimson Peak	Crimson Peak	0	2015	\N	119	Drama,Fantasy,Horror	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt5580390	3	5580390	7951	Shape of Water, The	2017	nm0868219	nm0868219,nm0961827	7.8	57855	movie	The Shape of Water	The Shape of Water	0	2017	\N	123	Adventure,Drama,Fantasy	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt1663662	1	1663662	4334	Pacific Rim	2013	nm0868219	nm2012438,nm0868219	7	414793	movie	Pacific Rim	Pacific Rim	0	2013	\N	131	Action,Adventure,Sci-Fi	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt0457430	3	0457430	421	El laberinto del fauno (Pan's Labyrinth)	2006	nm0868219	nm0868219	8.2	525340	movie	Pan's Labyrinth	El laberinto del fauno	0	2006	\N	118	Drama,Fantasy,War	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt0411477	1	0411477	214	Hellboy II: The Golden Army	2008	nm0868219	nm0868219,nm0586005	7	225118	movie	Hellboy II: The Golden Army	Hellboy II: The Golden Army	0	2008	\N	120	Action,Adventure,Fantasy	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt0187738	1	0187738	2151	Blade II	2002	nm0868219	nm0938379,nm0170160,nm0333060	6.7	174558	movie	Blade II	Blade II	0	2002	\N	117	Action,Horror,Sci-Fi	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Guillermo	nm0868219	tt0167190	1	0167190	4338	Hellboy	2004	nm0868219	nm0868219,nm1486009,nm0586005	6.9	266503	movie	Hellboy	Hellboy	0	2004	\N	122	Action,Fantasy,Horror	del	1964	\N	writer,producer,director	tt0167190,tt1663662,tt0457430,tt0256009	Guillermo	0.9969	0.0031	male	1880	1992
Gurinder	nm0149446	tt0963743	3	0963743	3182	Angus, Thongs and Perfect Snogging	2008	nm0149446	nm0149446,nm0074488,nm0574509,nm0899531,nm2549216	6.4	22233	movie	Angus, Thongs and Perfect Snogging	Angus, Thongs and Perfect Snogging	0	2008	\N	100	Comedy,Drama,Romance	Chadha	1960	\N	writer,producer,director	tt0963743,tt0361411,tt0401711,tt0286499	Gurinder	1	0	male	1880	1992
Gurinder	nm0149446	tt0197096	3	0197096	249	What&#39;s Cooking?	2000	nm0149446	nm0149446,nm0074488	7.1	2346	movie	What's Cooking?	What's Cooking?	0	2000	\N	109	Comedy,Drama,Romance	Chadha	1960	\N	writer,producer,director	tt0963743,tt0361411,tt0401711,tt0286499	Gurinder	1	0	male	1880	1992
Gurinder	nm0149446	tt0361411	3	0361411	4571	Bride and Prejudice	2004	nm0149446	nm0000807,nm0074488,nm0149446	6.2	18385	movie	Bride & Prejudice	Bride & Prejudice	0	2004	\N	122	Comedy,Drama,Musical	Chadha	1960	\N	writer,producer,director	tt0963743,tt0361411,tt0401711,tt0286499	Gurinder	1	0	male	1880	1992
Gurinder	nm0149446	tt0286499	3	0286499	200	Bend It Like Beckham	2002	nm0149446	nm0149446,nm0996493,nm0074488	6.7	95569	movie	Bend It Like Beckham	Bend It Like Beckham	0	2002	\N	112	Comedy,Drama,Romance	Chadha	1960	\N	writer,producer,director	tt0963743,tt0361411,tt0401711,tt0286499	Gurinder	1	0	male	1880	1992
Gurinder	nm0149446	tt0106408	3	0106408	5725	Bhaji on the Beach	1993	nm0149446	nm0149446,nm0842934	6.5	892	movie	Bhaji on the Beach	Bhaji on the Beach	0	1993	\N	101	Comedy,Drama	Chadha	1960	\N	writer,producer,director	tt0963743,tt0361411,tt0401711,tt0286499	Gurinder	1	0	male	1880	1992
Gus	nm0001814	tt0106834	3	0106834	1790	Even Cowgirls Get The Blues	1993	nm0001814	nm0730478,nm0001814	4.3	6440	movie	Even Cowgirls Get the Blues	Even Cowgirls Get the Blues	0	1993	\N	95	Comedy,Drama,Romance	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0119217	0	0119217	623	Good Will Hunting	1997	nm0001814	nm0000354,nm0000255	8.3	695876	movie	Good Will Hunting	Good Will Hunting	0	1997	\N	126	Drama	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0102494	1	0102494	7650	My Own Private Idaho	1991	nm0001814	nm0001814,nm0000636	7.1	41024	movie	My Own Private Idaho	My Own Private Idaho	0	1991	\N	104	Drama	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0363589	3	0363589	5107	Elephant	2003	nm0001814	nm0001814	7.2	76201	movie	Elephant	Elephant	0	2003	\N	81	Crime,Drama,Thriller	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0302674	0	0302674	4738	Gerry	2002	nm0001814	nm0000729,nm0000354,nm0001814	6.2	16126	movie	Gerry	Gerry	0	2002	\N	103	Adventure,Drama,Mystery	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0181536	2	0181536	7542	Finding Forrester	2000	nm0001814	nm0723692	7.3	76399	movie	Finding Forrester	Finding Forrester	0	2000	\N	136	Drama	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Gus	nm0001814	tt0097240	2	0097240	3934	Drugstore Cowboy	1989	nm0001814	nm0283942,nm0001814,nm0949127,nm0123221	7.4	27447	movie	Drugstore Cowboy	Drugstore Cowboy	0	1989	\N	102	Crime,Drama	Van	1952	\N	producer,director,writer	tt0401711,tt1013753,tt0363589,tt0119217	Gus	0.9997	3e-4	male	1880	1992
Guy	nm0357891	tt0058150	1	0058150	3807	Goldfinger	1964	nm0357891	nm0537363,nm0214989,nm0367820,nm0558435,nm0001220	7.8	150097	movie	Goldfinger	Goldfinger	0	1964	\N	110	Action,Adventure,Thriller	Hamilton	1922	2016	director,assistant_director,writer	tt0070328,tt0071807,tt0058150,tt0066995	Guy	0.9945	0.0055	male	1880	1992
Guy	nm1100076	tt2831440	0	2831440	7141	Ronny	2013	nm1100076	nm5619780,nm1724509,nm1100076	6.2	517	short	Ronny	Ronny & i	0	2013	\N	20	Romance,Short	Shalem	NA	\N	writer,director,producer	tt0303746,tt7390066,tt1459247,tt2831440	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0357891	tt0071807	1	0071807	5434	Man with the Golden Gun, The	1974	nm0357891	nm0537363,nm0542539,nm0001220	6.8	80982	movie	The Man with the Golden Gun	The Man with the Golden Gun	0	1974	\N	125	Action,Adventure,Thriller	Hamilton	1922	2016	director,assistant_director,writer	tt0070328,tt0071807,tt0058150,tt0066995	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0534665	tt0293113	1	0293113	6273	Dracula: Pages from a Virgin&#39;s Diary	2002	nm0534665	nm0831290,nm1136257	7	1684	movie	Dracula: Pages from a Virgin's Diary	Dracula: Pages from a Virgin's Diary	0	2002	\N	73	Comedy,Horror,Musical	Maddin	1956	\N	director,writer,cinematographer	tt1093842,tt3066630,tt0260948,tt0366996	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0005363	tt1972591	1	1972591	7608	King Arthur	2017	nm0005363	nm1703612,nm0005363,nm0927880,nm0229694	6.8	136350	movie	King Arthur: Legend of the Sword	King Arthur: Legend of the Sword	0	2017	\N	126	Action,Adventure,Drama	Ritchie	1968	\N	director,producer,writer	tt0988045,tt0208092,tt0120735,tt1638355	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0005363	tt1638355	3	1638355	6407	Man from U.N.C.L.E., The	2015	nm0005363	nm0005363,nm0927880,nm0458566,nm0933276,nm0738222	7.3	219155	movie	The Man from U.N.C.L.E.	The Man from U.N.C.L.E.	0	2015	\N	116	Action,Adventure,Comedy	Ritchie	1968	\N	director,producer,writer	tt0988045,tt0208092,tt0120735,tt1638355	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0534665	tt0443455	3	0443455	284	Brand Upon The Brain!	2006	nm0534665	nm0534665,nm0624369,nm0866014	7.4	3030	movie	Brand Upon the Brain!	Brand Upon the Brain! A Remembrance in 12 Chapters	0	2006	\N	95	Comedy,Drama,Fantasy	Maddin	1956	\N	director,writer,cinematographer	tt1093842,tt3066630,tt0260948,tt0366996	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0357891	tt0066995	1	0066995	5390	Diamonds Are Forever	1971	nm0357891	nm0537363,nm0542539,nm0001220	6.7	81089	movie	Diamonds Are Forever	Diamonds Are Forever	0	1971	\N	120	Action,Adventure,Thriller	Hamilton	1922	2016	director,assistant_director,writer	tt0070328,tt0071807,tt0058150,tt0066995	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0272704	tt0288439	1	0288439	4695	Bang Bang You&#39;re Dead	2002	nm0272704	nm0557895	7.9	11681	movie	Bang Bang You're Dead	Bang Bang You're Dead	0	2002	\N	93	Crime,Drama,Thriller	Ferland	1966	\N	director,miscellaneous,producer	tt0120303,tt0338096,tt0286486,tt0288439	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0005363	tt0208092	0	0208092	1414	Snatch.	2000	nm0005363	nm0005363	8.3	668683	movie	Snatch	Snatch	0	2000	\N	104	Comedy,Crime	Ritchie	1968	\N	director,producer,writer	tt0988045,tt0208092,tt0120735,tt1638355	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0272704	tt0338096	3	0338096	7668	Dirty Dancing: Havana Nights	2004	nm0272704	nm1568308,nm0755969,nm0945026,nm0002982	6	23891	movie	Dirty Dancing: Havana Nights	Dirty Dancing: Havana Nights	0	2004	\N	86	Drama,Music,Romance	Ferland	1966	\N	director,miscellaneous,producer	tt0120303,tt0338096,tt0286486,tt0288439	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0005363	tt0988045	1	0988045	632	Sherlock Holmes	2009	nm0005363	nm3467335,nm0669756,nm1334526,nm0927880,nm0236279	7.6	520442	movie	Sherlock Holmes	Sherlock Holmes	0	2009	\N	128	Action,Adventure,Crime	Ritchie	1968	\N	director,producer,writer	tt0988045,tt0208092,tt0120735,tt1638355	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0005363	tt0120735	1	0120735	1668	Lock, Stock and Two Smoking Barrels	1998	nm0005363	nm0005363	8.2	459638	movie	Lock, Stock and Two Smoking Barrels	Lock, Stock and Two Smoking Barrels	0	1998	\N	107	Comedy,Crime	Ritchie	1968	\N	director,producer,writer	tt0988045,tt0208092,tt0120735,tt1638355	Guy	0.9945	0.0055	male	1880	1992
Guy	nm0357891	tt0070328	1	0070328	5393	Live and Let Die	1973	nm0357891	nm0542539,nm0001220	6.8	82091	movie	Live and Let Die	Live and Let Die	0	1973	\N	121	Action,Adventure,Thriller	Hamilton	1922	2016	director,assistant_director,writer	tt0070328,tt0071807,tt0058150,tt0066995	Guy	0.9945	0.0055	male	1880	1992
Gwen	nm1779919	tt0435711	3	0435711	3813	Wild About Harry	2009	nm1779919	nm0276101,nm1779919	5.7	142	movie	Wild About Harry	American Primitive	0	2009	\N	96	Drama,Family	Wynne	NA	\N	producer,director,writer	tt2531928,tt1819653,tt0435711	Gwen	0.0113	0.9887	female	1880	1992
Ha	nm1168564	tt0390205	1	0390205	3565	Spirit of Jeet Kune Do, The	2004	nm1168564	nm1168564	7.5	2187	movie	Once Upon a Time in High School: The Spirit of Jeet Kune Do	Maljukgeori janhoksa	0	2004	\N	116	Action,Drama,History	Yoo	NA	\N	director,writer,producer	tt0821442,tt1155053,tt0390205,tt3698118	Ha	0.184	0.816	female	1880	1992
Haim	nm3432861	tt1424327	1	1424327	2443	Eyes Wide Open	2009	nm3432861	nm1194360	7.3	5441	movie	Eyes Wide Open	Einayim Petukhoth	0	2009	\N	91	Drama,Romance	Tabakman	NA	\N	editor,director,writer	tt1424327,tt1002765,tt5143826,tt1513065	Haim	1	0	male	1880	1992
Hal	nm0001325	tt0109093	3	0109093	1571	Amateur	1994	nm0001325	nm0001325	7	4874	movie	Amateur	Amateur	0	1994	\N	105	Comedy,Crime,Drama	Hartley	1959	\N	director,producer,writer	tt0109093,tt0122529,tt3147424,tt0103130	Hal	0.9993	7e-4	male	1880	1992
Hal	nm0001325	tt0444628	3	0444628	4690	Fay Grim	2006	nm0001325	nm0001325	6.3	3775	movie	Fay Grim	Fay Grim	0	2006	\N	118	Action,Comedy,Thriller	Hartley	1959	\N	director,producer,writer	tt0109093,tt0122529,tt3147424,tt0103130	Hal	0.9993	7e-4	male	1880	1992
Hal	nm0000797	tt0067185	3	0067185	2159	Harold and Maude	1971	nm0000797	nm0383359	8	61655	movie	Harold and Maude	Harold and Maude	0	1971	\N	91	Comedy,Drama,Romance	Ashby	1929	1988	director,editorial_department,editor	tt0067185,tt0078841,tt0077362,tt0070290	Hal	0.9993	7e-4	male	1880	1992
Hal	nm0000797	tt0078841	2	0078841	1699	Being There	1979	nm0000797	nm0467085,nm0002717	8	56642	movie	Being There	Being There	0	1979	\N	130	Comedy,Drama	Ashby	1929	1988	director,editorial_department,editor	tt0067185,tt0078841,tt0077362,tt0070290	Hal	0.9993	7e-4	male	1880	1992
Hallie	nm0583654	tt5719700	3	5719700	7868	Home Again	2017	nm0583654	nm0583654	5.7	12411	movie	Home Again	Home Again	0	2017	\N	97	Comedy,Drama,Romance	Meyers-Shyer	1987	\N	actress,writer,director	tt5719700,tt0101862,tt0207201,tt0120783	Hallie	0.0839	0.9161	female	1880	1992
Hannah	nm4227232	tt2201548	3	2201548	7694	A Teacher	2013	nm4227232	nm4227232	4.8	3739	movie	A Teacher	A Teacher	0	2013	\N	75	Drama,Romance	Fidell	1985	\N	writer,producer,director	tt2201548,tt3799372,tt1798300,tt2041506	Hannah	0.0025	0.9975	female	1880	1992
Hans	nm0134396	tt0435623	0	0435623	604	Conversations with Other Women	2005	nm0134396	nm0955251	7.1	10818	movie	Conversations with Other Women	Conversations with Other Women	0	2005	\N	84	Comedy,Drama,Romance	Canosa	NA	\N	producer,director,editor	tt1330229,tt6722726,tt0206098,tt0435623	Hans	0.9996	4e-4	male	1880	1992
Hans	nm0918326	tt0810868	2	0810868	1524	Free Rainer	2007	nm0918326	nm1602472,nm0918326	6.7	4063	movie	Free Rainer	Free Rainer	0	2007	\N	130	Comedy,Drama	Weingartner	1970	\N	director,producer,writer	tt0276617,tt1976558,tt0810868,tt0408777	Hans	0.9996	4e-4	male	1880	1992
Hans	nm0918326	tt0408777	3	0408777	7944	Edukators, The	2004	nm0918326	nm1602472,nm0918326	7.5	28531	movie	The Edukators	Die fetten Jahre sind vorbei	0	2004	\N	127	Drama,Romance	Weingartner	1970	\N	director,producer,writer	tt0276617,tt1976558,tt0810868,tt0408777	Hans	0.9996	4e-4	male	1880	1992
Hany	nm0009463	tt0445620	1	0445620	4724	Paradise Now	2005	nm0009463	nm0009463,nm1178208,nm0388293	7.5	20728	movie	Paradise Now	Paradise Now	0	2005	\N	90	Crime,Drama,Thriller	Abu-Assad	1961	\N	director,writer,producer	tt2852406,tt4686692,tt0305229,tt0445620	Hany	1	0	male	1880	1992
Harald	nm0958969	tt1155076	3	1155076	943	Karate Kid, The	2010	nm0958969	nm0614050,nm0436543	6.2	134993	movie	The Karate Kid	The Karate Kid	0	2010	\N	140	Action,Drama,Family	Zwart	1965	\N	director,producer,writer	tt1538403,tt0313911,tt0838232,tt1155076	Harald	1	0	male	1880	1992
Harmony	nm0005101	tt2101441	3	2101441	3874	Spring Breakers	2012	nm0005101	nm0005101	5.3	118386	movie	Spring Breakers	Spring Breakers	0	2012	\N	94	Crime,Drama	Korine	1973	\N	director,writer,actor	tt0119237,tt0113540,tt2101441,tt0192194	Harmony	0.0016	0.9984	female	1880	1992
Harold	nm1880561	tt2528814	3	2528814	5337	God&#39;s Not Dead	2014	nm1880561	nm1010373,nm0465484,nm0813301	4.8	35395	movie	God's Not Dead	God's Not Dead	0	2014	\N	113	Drama	Cronk	NA	\N	director,producer,writer	tt2088832,tt4824308,tt2528814,tt1562563	Harold	0.9951	0.0049	male	1880	1992
Harold	nm0697660	tt0076319	3	0076319	3720	A Little Night Music	1977	nm0697660	nm0000005,nm0923839	5.7	594	movie	A Little Night Music	A Little Night Music	0	1977	\N	124	Comedy,Musical,Romance	Prince	1928	\N	miscellaneous,director,actor	tt0293508,tt0051516,tt0067093,tt0050814	Harold	0.9951	0.0049	male	1880	1992
